01-01 00:00:07.974 I/BOOT    (  154): MSM target 'msm8960', SoC 'Surf', HwID '109', SoC ver '65536' 
01-02 13:00:00.840 I/qrngd   (  217): qrngd has started:
01-02 13:00:00.840 I/qrngd   (  217): Reading device:'/dev/hw_random' updating entropy for device:'/dev/random'
01-02 13:00:00.880 I/qcom-bluetooth(  222): /system/etc/init.qcom.bt.sh: init.qcom.bt.sh config = onboot 
01-01 00:00:10.571 I/qcom-bluetooth(  453): /system/etc/init.qcom.bt.sh: Bluetooth stack is Bluedroid 
01-01 00:00:10.711 E/Diag_Lib(  446): qpLogDiagInit ==>
01-01 00:00:10.711 E/Diag_Lib(  446): qpLogDiagInit <== result : 1
01-01 00:00:10.711 E/Diag_Lib(  446): [IMS_DataD] imsdatad.c | 4021 | | 446 |DATAD#$$#0#DATAD STARTED
01-01 00:00:10.711 E/Diag_Lib(  446): [IMS_DataD] imsdatad.c | 3600 | | 446 |Datad_switchAccess: [1000]
01-01 00:00:10.711 E/Diag_Lib(  446): [IMS_DataD] imsdatad.c | 4050 | | 446 |ims-dcm-daemon dcm Daemon main entry, 1000 
01-01 00:00:10.711 E/Diag_Lib(  446): [IMS_DataD] imsdatad.c | 4052 | | 446 |DATAD#$$#0#DCM QMI SERVICES STARTED
01-01 00:00:10.711 E/Diag_Lib(  446): [IMS_DataD] imsdatad.c | 2451 | | 446 |ims-dcm-daemon ims_dcm_qmi_handler_init_func >
01-01 00:00:10.711 E/Diag_Lib(  446): [IMS_DataD] imsdatad.c | 2405 | | 446 |ims-dcm-daemon qmi_dcm_register_service
01-01 00:00:10.711 I/Sensors (  414): db ptr NULL OR string ID not valid (1)
01-01 00:00:10.711 I/Sensors (  414): db ptr NULL OR string ID not valid (40)
01-01 00:00:10.711 I/Sensors (  414): db ptr NULL OR string ID not valid (41)
01-01 00:00:10.711 I/Sensors (  414): db ptr NULL OR string ID not valid (3)
01-01 00:00:10.711 I/Sensors (  414): db ptr NULL OR string ID not valid (20)
01-01 00:00:10.711 I/Sensors (  414): db ptr NULL OR string ID not valid (5)
01-01 00:00:10.711 E/Diag_Lib(  446): [IMS_DataD] imsdatad.c | 2410 | | 446 |ims-dcm-daemon qmi_dcm_register_service rc : 0
01-01 00:00:10.711 E/Diag_Lib(  446): [IMS_DataD] imsdatad.c | 2415 | | 446 |ims-dcm-daemon qmi_dcm_register_service service_cookie.service_handle : 0x1
01-01 00:00:10.711 E/Diag_Lib(  446): [IMS_DataD] imsdatad.c | 2460 | | 446 |ims_dcm_qmi_handler_init_func exit MAX FD 16
01-01 00:00:10.711 E/Diag_Lib(  446): [IMS_DataD] imsdatad.c | 4062 | | 446 |ims-dcm-daemon: Server Sock FD 13 received from init
01-01 00:00:10.711 E/Diag_Lib(  446): [IMS_DataD] imsdatad.c | 4079 | | 446 |DATAD#$$#0#DATAD SERVER STARTED
01-01 00:00:10.711 E/Diag_Lib(  446): [IMS_DataD] imsdatad.c | 196 | | 446 |DatadAddFDToFDSet:Added FD: [13] to FDSet
01-01 00:00:10.711 E/Diag_Lib(  446): [IMS_DataD] imsdatad.c | 4089 | | 446 |ims-dcm-daemon listen done
01-01 00:00:10.711 E/Diag_Lib(  446): [IMS_DataD] imsdatad.c | 4105 | | 446 |ims-dcm-daemon : socket pair created. readfd = 17, write fd = 18
01-01 00:00:10.711 E/Diag_Lib(  446): [IMS_DataD] imsdatad.c | 196 | | 446 |DatadAddFDToFDSet:Added FD: [17] to FDSet
01-01 00:00:10.711 E/Diag_Lib(  446): [IMS_DataD] imsdatad.c | 4125 | | 446 |DATAD#$$#0#DATAD  LOOPBACK SERVER STARTED for INTERNAL EVENTS
01-01 00:00:10.741 E/Diag_Lib(  446): [IMS_DataD] imsdatad.c | 4134 | | 446 |DATAD#$$#0#DATAD PROPERTY SET TO SYSTEM
01-01 00:00:10.741 E/Diag_Lib(  446): [IMS_DataD] imsdatad.c | 4146 | | 446 |DATAD#$$#0#DATAD STARTED HEAR BEAT
01-01 00:00:10.741 E/Diag_Lib(  446): [IMS_DataD] imsdatad.c | 4157 | | 446 |DATAD#$$#0#DATAD STARTED RECOVERY SIGNAL HANDLERS
01-01 00:00:10.741 E/Diag_Lib(  446): [IMS_DataD] imsdatad.c | 4273 | | 446 |ims_dcm_handler_func : check read event on wifi fd -1
01-01 00:00:10.751 W/SRS_QDSP_Adapter(  212): Not creating SRS DSP thread.
01-01 00:00:10.781 I/mediaserver(  212): ServiceManager: 0xb79b1ec8
01-01 00:00:10.781 I/AudioFlinger(  212): Using default 3000 mSec as standby time.
01-01 00:00:10.781 E/MediaPlayerFactory(  212): calling dlopen on FACTORY_LIB
01-01 00:00:10.791 E/MediaPlayerFactory(  212): calling dlsym on pFactoryLib for FACTORY_CREATE_FN 
01-01 00:00:10.791 E/MediaPlayerFactory(  212): registering DASH Player factory...
01-01 00:00:10.791 I/CameraService(  212): CameraService started (pid=212)
01-01 00:00:10.801 W/linker  (  212): libmmjpeg.so has text relocations. This is wasting memory and is a security risk. Please fix.
01-01 00:00:10.811 I/CameraService(  212): Loaded "Qcamera" camera module
01-01 00:00:10.811 E/QualcommCamera(  212): Qint android::get_number_of_cameras(): E
01-01 00:00:10.811 I/QCameraHAL(  212): Handle base =0x0xb61170a0
01-01 00:00:10.811 I/QCameraHAL(  212): getCameraInfo: numOfCameras = 0
01-01 00:00:10.811 I/AudioPolicyManagerBase(  212): loadAudioPolicyConfig() loaded /system/etc/audio_policy.conf
01-01 00:00:10.861 D/ALSADevice(  212): ALSA module opened
01-01 00:00:10.861 D/AudioHardwareALSA(  212): AudioHardware: DLOPEN successful for ACDBLOADER
01-01 00:00:10.861 D/ACDB-LOADER(  212): ACDB -> ACDB_CMD_INITIALIZE
01-01 00:00:10.861 D/dalvikvm(  210): Trying to load lib libjavacore.so 0x0
01-01 00:00:10.861 E/        (  212): [ACDB RTC]->rtc init done!->result [0]
01-01 00:00:10.861 E/Diag_Lib(  212): actp_diag_init: call diag init function with B695E76D
01-01 00:00:10.861 E/        (  212): [ACDB ACPH]->actp diag init done!
01-01 00:00:10.861 D/ACDB-LOADER(  212): No existing ION info in ACDB driver
01-01 00:00:10.861 D/ACDB-LOADER(  212): ACDB -> ION_IOC_ALLOC
01-01 00:00:10.861 D/ACDB-LOADER(  212): ACDB -> ION_IOC_SHARE
01-01 00:00:10.861 D/ACDB-LOADER(  212): ACDB -> MMAP ADDR
01-01 00:00:10.861 D/ACDB-LOADER(  212): ACDB -> register MEM to ACDB driver: 0xb5bd1000
01-01 00:00:10.861 D/ACDB-LOADER(  212): ACDB -> send_asm_topology
01-01 00:00:10.861 D/ACDB-LOADER(  212): ACDB -> ACDB_CMD_GET_AUDPROC_STREAM_TOPOLOGY_ID
01-01 00:00:10.861 D/ACDB-LOADER(  212): send mbhc data
01-01 00:00:10.891 D/dalvikvm(  210): Added shared lib libjavacore.so 0x0
01-01 00:00:10.891 D/ACDB-LOADER(  212): send tabla anc data
01-01 00:00:10.901 D/ACDB-LOADER(  212): ACDB -> ACDB_CMD_GET_ANC_SETTING
01-01 00:00:10.901 E/ACDB-LOADER(  212): done with conversion, anc config size is 148
01-01 00:00:10.901 D/ACDB-LOADER(  212): ACDB -> ACDB_CMD_GET_ANC_SETTING
01-01 00:00:10.901 E/ACDB-LOADER(  212): done with conversion, anc config size is 148
01-01 00:00:10.901 D/ACDB-LOADER(  212): ACDB -> ACDB_CMD_GET_ANC_SETTING
01-01 00:00:10.901 E/ACDB-LOADER(  212): done with conversion, anc config size is 148
01-01 00:00:10.901 D/ACDB-LOADER(  212): ACDB -> ACDB_CMD_GET_ANC_SETTING
01-01 00:00:10.901 E/ACDB-LOADER(  212): done with conversion, anc config size is 148
01-01 00:00:10.901 D/ACDB-LOADER(  212): ACDB -> ACDB_CMD_GET_ANC_SETTING
01-01 00:00:10.901 E/ACDB-LOADER(  212): done with conversion, anc config size is 74
01-01 00:00:10.901 D/ACDB-LOADER(  212): ACDB -> ACDB_CMD_GET_ANC_SETTING
01-01 00:00:10.901 E/ACDB-LOADER(  212): done with conversion, anc config size is 74
01-01 00:00:10.901 D/ACDB-LOADER(  212): ACDB -> init done!
01-01 00:00:10.901 I/ALSADevice(  212): void android_audio_legacy::ALSADevice::setACDBHandle(void*) ACDB_handle: 0xb6a51ed8
01-01 00:00:10.901 V/AudioHardwareALSA(  212): SoundCardInfo  0 [apq8064tablasnd]: apq8064-tabla-s - apq8064-tabla-snd-card
01-01 00:00:10.901 V/AudioHardwareALSA(  212): Detected tabla 2.x APQ sound card
01-01 00:00:10.911 D/alsa_ucm(  212): Single config file format detected
01-01 00:00:10.951 D/dalvikvm(  210): Trying to load lib libnativehelper.so 0x0
01-01 00:00:10.951 D/dalvikvm(  210): Added shared lib libnativehelper.so 0x0
01-01 00:00:10.951 D/dalvikvm(  210): No JNI_OnLoad found in libnativehelper.so 0x0, skipping init
01-01 00:00:10.961 E/libsensor1(  266): sensor1_open: Error in connect() errno=2 No such file or directory
01-01 00:00:10.961 E/gsiff_dmn(  266): I/main: Pending Sensor1 connection opening!
01-01 00:00:10.961 E/gpsone_dmn(  266): gpsone_glue_pipeget:46] /data/misc/location/gsiff/gsiff_ctrl_q, mode = 2
01-01 00:00:10.981 E/gpsone_dmn(  266): gpsone_glue_pipeget:65] fd = 14, /data/misc/location/gsiff/gsiff_ctrl_q
01-01 00:00:10.981 E/gsiff_sp_sns1(  266): I/sp_sns1_init: Initializing Sensor1
01-01 00:00:10.981 E/gsiff_sp_sns1(  266): W/sensor process is not up and running yet!
01-01 00:00:11.001 E/Diag_Lib(  469): [IMS_FATAL]| 4960 | 469 |RTP Daemon main entry : bc2
01-01 00:00:11.001 E/        (  469): qvp_rtp_timer_init
01-01 00:00:11.001 E/        (  469): qvp_rtp_task_init
01-01 00:00:11.001 E/        (  469): qvp_rtp_task_ctx.qvp_rtp_message_queue = 0xb6b03698
01-01 00:00:11.001 E/        (  469): qvp_rtp_task_ctx.qvp_rtp_message_queue = 0xb6b036a4
01-01 00:00:11.001 D/Diag_Lib(  469): [IMS_DEBUG]| 362 | 469 |pipe create successful
01-01 00:00:11.001 D/Diag_Lib(  469): [IMS_DEBUG]| 1501 | 469 |qvp_rtp_lock_init -crit sec initialized 
01-01 00:00:11.001 E/Diag_Lib(  469): [IMS_FATAL]| 4978 | 469 |ims-rtp-daemon socket created, sock fd 13
01-01 00:00:11.001 E/        (  469): ims-rtp-daemon listen done
01-01 00:00:11.001 D/Diag_Lib(  469): [IMS_DEBUG]| 441 | 469 |API qvp_rtp_init entered
01-01 00:00:11.001 D/Diag_Lib(  469): [IMS_DEBUG]| 789 | 469 |QVP_RTP::qvp_rtp_queue_app_cmd  queue success                        
01-01 00:00:11.001 E/Diag_Lib(  469): [IMS_FATAL]| 123 | 469 |RtpReverseQMIEnabled| 
01-01 00:00:11.001 E/Diag_Lib(  469): [IMS_FATAL]| 3477 | 469 |ims-rtp-daemon qmi_rtp_register_service >
01-01 00:00:11.001 E/Diag_Lib(  446): [IMS_DataD] imsdatad.c | 4273 | | 446 |ims_dcm_handler_func : check read event on wifi fd -1
01-01 00:00:11.001 E/Diag_Lib(  469): [IMS_FATAL]| 3481 | 469 |ims-rtp-daemon qmi_rtp_register_service rc : 0
01-01 00:00:11.001 E/Diag_Lib(  469): [IMS_FATAL]| 3484 | 469 |ims-rtp-daemon qmi_rtp_register_service service_cookie.service_handle : 0x1
01-01 00:00:11.011 E/Diag_Lib(  469): [IMS_FATAL]| 123 | 493 |RtpReverseQMIEnabled| 
01-01 00:00:11.011 E/Diag_Lib(  469): [IMS_FATAL]| 4331 | 493 |ims-rtp-daemon ims_rtp_qmi_handler_thread_func >
01-01 00:00:11.011 E/Diag_Lib(  469): [IMS_FATAL]| 4335 | 493 |ims-rtp-daemon ims_rtp_qmi_handler_thread_func waiting on select thread>
01-01 00:00:11.011 E/Diag_Lib(  469): [IMS_FATAL]| 4335 | 493 |ims-rtp-daemon ims_rtp_qmi_handler_thread_func waiting on select thread>
01-01 00:00:11.021 E/        (  469): Waiting for signal
01-01 00:00:11.021 E/        (  469): qvp_rtp_handle_signals
01-01 00:00:11.021 E/Diag_Lib(  469): [IMS_FATAL]| 229 | 492 |qvp_rtp_handle_signals call ret 1
01-01 00:00:11.021 E/Diag_Lib(  469): [IMS_FATAL]| 238 | 492 |qvp_rtp_handle_signals qpDplMainLoop: Calling imsSignalHandler
01-01 00:00:11.021 D/Diag_Lib(  469): [IMS_DEBUG]| 191 | 492 |qpDpl:imsSignalHandler
01-01 00:00:11.021 E/Diag_Lib(  469): [IMS_FATAL]| 202 | 492 |qpdpl:imsSignalHandler: GLobal data NULL or Event list size is 0
01-01 00:00:11.021 E/Diag_Lib(  469): [IMS_FATAL]| 1006 | 492 |qpNetSetReadFds - DataD IPC socket not available
01-01 00:00:11.021 E/Diag_Lib(  469): [IMS_FATAL]| 243 | 492 |qvp_rtp_handle_signals add read fd : 11
01-01 00:00:11.021 D/Diag_Lib(  469): [IMS_DEBUG]| 1088 | 492 |qpNetSelect : Select Unblocked , iRtn 1
01-01 00:00:11.021 E/Diag_Lib(  469): [IMS_FATAL]| 836 | 492 |qpCheckSockEventsOnNetConnProfiles : pNetConnProfileArray NULL
01-01 00:00:11.021 D/Diag_Lib(  469): [IMS_DEBUG]| 1130 | 492 |qpNetSelect : Data Daemon Handle NULL, Init again
01-01 00:00:11.021 D/Diag_Lib(  469): [IMS_DEBUG]| 467 | 492 |qpDataDaemon_ipc_init: IsServiceUp Ind sent:0
01-01 00:00:11.021 E/Diag_Lib(  469): [IMS_FATAL]| 251 | 492 |qvp_rtp_handle_signals iRet : 1
01-01 00:00:11.021 E/Diag_Lib(  469): [IMS_FATAL]| 263 | 492 |qvp_rtp_handle_signals qpNetSelect RTP events  
01-01 00:00:11.021 E/Diag_Lib(  446): [IMS_DataD] imsdatad.c | 4231 | | 446 |DPL#>>#DATAD#0# TCP CONNECT REQ ACCEPTED
01-01 00:00:11.021 E/Diag_Lib(  446): [IMS_DataD] imsdatad.c | 196 | | 446 |DatadAddFDToFDSet:Added FD: [19] to FDSet
01-01 00:00:11.021 E/        (  469): qvp_rtp_task_ctx.qvp_rtp_message_queue = 0xb6b03698
01-01 00:00:11.021 E/Diag_Lib(  446): [IMS_DataD] imsdatad.c | 4233 | | 446 |ims-dcm-daemon  acceptfd[19] and conn[0]
01-01 00:00:11.021 D/Diag_Lib(  469): [IMS_DEBUG]| 1031 | 492 |qvp_rtp_process_msgs :  processing app command 
01-01 00:00:11.021 D/Diag_Lib(  469): [IMS_DEBUG]| 658 | 492 |qvp_app_process_app_cmd :: Got app command 0 
01-01 00:00:11.021 D/Diag_Lib(  469):  
01-01 00:00:11.021 D/Diag_Lib(  469): [IMS_DEBUG]| 88 | 492 |qvp_rtp_malloc buf_size 7824 buf 0xb7336290
01-01 00:00:11.021 D/Diag_Lib(  469): [IMS_DEBUG]| 88 | 492 |qvp_rtp_malloc buf_size 3440 buf 0xb7338128
01-01 00:00:11.021 D/Diag_Lib(  469): [IMS_DEBUG]| 88 | 492 |qvp_rtp_malloc buf_size 3456 buf 0xb7338ea0
01-01 00:00:11.021 D/Diag_Lib(  469): [IMS_DEBUG]| 88 | 492 |qvp_rtp_malloc buf_size 320 buf 0xb7339c28
01-01 00:00:11.021 D/Diag_Lib(  469): [IMS_DEBUG]| 88 | 492 |qvp_rtp_malloc buf_size 176 buf 0xb7339d70
01-01 00:00:11.021 E/Diag_Lib(  446): [IMS_DataD] imsdatad.c | 4273 | | 446 |ims_dcm_handler_func : check read event on wifi fd -1
01-01 00:00:11.021 D/Diag_Lib(  469): [IMS_DEBUG]| 88 | 492 |qvp_rtp_malloc buf_size 1088 buf 0xb7339e28
01-01 00:00:11.021 D/Diag_Lib(  469): [IMS_DEBUG]| 88 | 492 |qvp_rtp_malloc buf_size 64 buf 0xb733a270
01-01 00:00:11.021 D/Diag_Lib(  469): [IMS_DEBUG]| 88 | 492 |qvp_rtp_malloc buf_size 3328 buf 0xb733a2b8
01-01 00:00:11.021 D/Diag_Lib(  469): [IMS_DEBUG]| 88 | 492 |qvp_rtp_malloc buf_size 3376 buf 0xb733afc0
01-01 00:00:11.021 D/Diag_Lib(  469): [IMS_DEBUG]| 88 | 492 |qvp_rtp_malloc buf_size 72 buf 0xb733bcf8
01-01 00:00:11.021 D/Diag_Lib(  469): [IMS_DEBUG]| 88 | 492 |qvp_rtp_malloc buf_size 128 buf 0xb733bd48
01-01 00:00:11.021 D/Diag_Lib(  469): [IMS_DEBUG]| 88 | 492 |qvp_rtp_malloc buf_size 288 buf 0xb733bdd0
01-01 00:00:11.021 D/Diag_Lib(  469): [IMS_DEBUG]| 88 | 492 |qvp_rtp_malloc buf_size 640 buf 0xb733bef8
01-01 00:00:11.021 D/Diag_Lib(  469): [IMS_DEBUG]| 496 | 492 |qvp_rtp_nw_init list_init :0xb6b174dc
01-01 00:00:11.021 D/Diag_Lib(  469): [IMS_DEBUG]| 502 | 492 |qvp_rtp_nw_init list_init :0xb6b174dc done
01-01 00:00:11.021 D/Diag_Lib(  469): [IMS_DEBUG]| 88 | 492 |qvp_rtp_malloc buf_size 8960 buf 0xb733c180
01-01 00:00:11.021 E/        (  469): qvp_timer_alloc
01-01 00:00:11.021 E/        (  469): Alloc done handle 0
01-01 00:00:11.021 E/        (  469): qvp_timer_alloc
01-01 00:00:11.021 E/        (  469): Alloc done handle 1
01-01 00:00:11.021 E/        (  469): qvp_timer_alloc
01-01 00:00:11.021 E/        (  469): Alloc done handle 2
01-01 00:00:11.021 E/        (  469): qvp_rtp_task_ctx.qvp_rtp_free_msg_queue = 0xb6b036a4
01-01 00:00:11.021 E/Diag_Lib(  469): [IMS_FATAL]| 238 | 492 |qvp_rtp_handle_signals qpDplMainLoop: Calling imsSignalHandler
01-01 00:00:11.021 D/Diag_Lib(  469): [IMS_DEBUG]| 191 | 492 |qpDpl:imsSignalHandler
01-01 00:00:11.021 E/Diag_Lib(  469): [IMS_FATAL]| 202 | 492 |qpdpl:imsSignalHandler: GLobal data NULL or Event list size is 0
01-01 00:00:11.021 E/Diag_Lib(  469): [IMS_FATAL]| 243 | 492 |qvp_rtp_handle_signals add read fd : 11
01-01 00:00:11.201 D/dalvikvm(  210): Note: class Landroid/app/ActivityManagerNative; has 179 unimplemented (abstract) methods
01-01 00:00:11.341 W/SurfaceFlinger(  209): Timed out waiting for hw vsync; faking it
01-01 00:00:11.351 D/libEGL  (  440): loaded /vendor/lib/egl/libEGL_adreno.so
01-01 00:00:11.351 D/libEGL  (  440): loaded /vendor/lib/egl/libGLESv1_CM_adreno.so
01-01 00:00:11.351 I/Sensors (  414): db ptr NULL OR string ID not valid (7)
01-01 00:00:11.351 I/Sensors (  414): db ptr NULL OR string ID not valid (8)
01-01 00:00:11.351 I/Sensors (  414): db ptr NULL OR string ID not valid (7)
01-01 00:00:11.351 I/Sensors (  414): db ptr NULL OR string ID not valid (8)
01-01 00:00:11.351 D/libEGL  (  440): loaded /vendor/lib/egl/libGLESv2_adreno.so
01-01 00:00:11.351 W/Sensors (  414): sns_sam_app.c(6354):sns_sam_reg_algo: Registering algo service 16, err 5
01-01 00:00:11.351 E/Sensors (  414): sns_sam.c(2683):Failed to register algorithm service 16 with SAM
01-01 00:00:11.361 I/Adreno-EGL(  440): <qeglDrvAPI_eglInitialize:381>: EGL 1.4 QUALCOMM build: AU_LINUX_ANDROID_KK_2.7_RB1.04.04.02.007.040_msm8960_KK_2.7_RB1_CL3869936_release_AU (CL3869936)
01-01 00:00:11.361 I/Adreno-EGL(  440): OpenGL ES Shader Compiler Version: 17.01.12.SPL
01-01 00:00:11.361 I/Adreno-EGL(  440): Build Date: 02/24/14 Mon
01-01 00:00:11.361 I/Adreno-EGL(  440): Local Branch: 
01-01 00:00:11.361 I/Adreno-EGL(  440): Remote Branch: quic/kk_2.7_rb1.28
01-01 00:00:11.361 I/Adreno-EGL(  440): Local Patches: NONE
01-01 00:00:11.361 I/Adreno-EGL(  440): Reconstruct Branch: AU_LINUX_ANDROID_KK_2.7_RB1.04.04.02.007.040 + adff0e1 + fed91a3 + f6acee5 + 7174af8 + e088f4b +  NOTHING
01-01 00:00:11.431 E/Sensors (  414): sns_debug_main.c(568):Debug Config File missing in EFS!
01-01 00:00:11.431 E/Sensors (  414): sns_main.c(225):open error: settings file "/persist/sensors/sensors_settings", errno 2
01-01 00:00:11.431 E/Sensors (  414): sns_main.c(233):inotify error: settings path "/persist/sensors", errno 2
01-01 00:00:11.431 E/Sensors (  414): sns_main.c(235):***Sensor external clients cannot be enabled!!!***
01-01 00:00:11.431 E/Sensors (  414): sns_main.c(239):enabled=false
01-01 00:00:11.521 D/qdutils (  209): DEBUG_CALC_FPS: 0
01-01 00:00:11.521 D/qdutils (  209): period: 10
01-01 00:00:11.521 D/qdutils (  209): ignorethresh_us: 500000
01-01 00:00:11.561 E/QC-time-services(  269): Daemon:genoff_modem_qmi_init: qmi_client_get_service_list returned -2num_services 0
01-01 00:00:11.611 E/memtrack(  210): Couldn't load memtrack module (No such file or directory)
01-01 00:00:11.611 E/android.os.Debug(  210): failed to load memtrack module: -2
01-01 00:00:11.651 E/alsa_ucm(  212): EC_REF_RX mixer ctl: SLIM_RX
01-01 00:00:11.661 E/alsa_ucm(  212): EC_REF_RX mixer ctl: SLIM_RX
01-01 00:00:11.661 E/alsa_ucm(  212): EC_REF_RX mixer ctl: SLIM_RX
01-01 00:00:11.661 E/alsa_ucm(  212): EC_REF_RX mixer ctl: SLIM_RX
01-01 00:00:11.672 E/alsa_ucm(  212): EC_REF_RX mixer ctl: SLIM_RX
01-01 00:00:11.672 E/alsa_ucm(  212): EC_REF_RX mixer ctl: SLIM_RX
01-01 00:00:11.672 E/alsa_ucm(  212): EC_REF_RX mixer ctl: SLIM_RX
01-01 00:00:11.692 E/alsa_ucm(  212): EC_REF_RX mixer ctl: SLIM_RX
01-01 00:00:11.692 E/alsa_ucm(  212): EC_REF_RX mixer ctl: SLIM_RX
01-01 00:00:11.692 E/alsa_ucm(  212): EC_REF_RX mixer ctl: SLIM_RX
01-01 00:00:11.712 E/alsa_ucm(  212): EC_REF_RX mixer ctl: SLIM_RX
01-01 00:00:11.712 E/alsa_ucm(  212): EC_REF_RX mixer ctl: SLIM_RX
01-01 00:00:11.752 I/SamplingProfilerIntegration(  210): Profiling disabled.
01-01 00:00:11.762 I/Zygote  (  210): Preloading classes...
01-01 00:00:11.782 D/dalvikvm(  210): GC_EXPLICIT freed 39K, 8% free 522K/564K, paused 0ms+0ms, total 11ms
01-01 00:00:11.822 D/dalvikvm(  210): GC_EXPLICIT freed 3K, 3% free 598K/616K, paused 0ms+0ms, total 2ms
01-01 00:00:11.922 D/dalvikvm(  210): GC_EXPLICIT freed 16K, 4% free 642K/664K, paused 0ms+11ms, total 13ms
01-01 00:00:11.922 V/AudioHardwareALSA(  212): Loading  UCM
01-01 00:00:11.922 E/alsa_ucm(  212): Card  not found
01-01 00:00:11.922 I/AudioHardwareALSA(  212): ucm instance opened: 3080453984
01-01 00:00:11.922 D/AudioHardwareALSA(  212): Fluence feature Disabled
01-01 00:00:11.922 V/ALSADevice(  212): setFlags: flags 16
01-01 00:00:11.922 D/AudioHardwareALSA(  212): surround sound recording is not supported
01-01 00:00:11.922 I/AudioFlinger(  212): loadHwModule() Loaded primary audio interface from QCOM Audio HW HAL (audio) handle 1
01-01 00:00:11.922 V/AudioHardwareALSA(  212): openOutputStream: devices 0x2 channels 3 sampleRate 44100 flags 2
01-01 00:00:11.922 D/AudioHardwareALSA(  212): useCase HiFi
01-01 00:00:11.922 D/ALSADevice(  212): route: devices 0x2 in mode 0
01-01 00:00:11.922 V/ALSADevice(  212): switchDevice: device 0x2 mode:0
01-01 00:00:11.922 V/ALSADevice(  212): getUCMDevice for output device: devices:2 is input device:0
01-01 00:00:11.922 D/ALSADevice(  212): Using output : lime
01-01 00:00:11.922 V/ALSADevice(  212): switchDevice: rxDevice OutputLime devices:0x2
01-01 00:00:11.922 V/ALSADevice(  212): getUCMDevice for input device: devices:0 is input device:1
01-01 00:00:11.922 D/ALSADevice(  212): No valid input device: 0
01-01 00:00:11.922 V/ALSADevice(  212): switchDevice: txDevice:(null) devices:0x2
01-01 00:00:11.922 V/ALSADevice(  212): switchDevice,rxDev:OutputLime, txDev:(null), curRxDev:None, curTxDev:None
